#Position (bp)	Coverage	Std
6038.0	19.707246376811593	5.568768277116905
18113.0	9.42625258799172	10.16989834256649
30188.0	18.44968944099379	6.500708672946171
42263.0	17.142857142857142	7.150004705437942
54338.0	19.995031055900622	6.210676708377554
66413.0	19.998343685300206	6.218166133363742
78488.0	20.0	0.0
90563.0	20.0	6.2423452088140845
102638.0	15.086790890269151	8.185944627286077
114713.0	19.90153209109731	5.864049858701887
126788.0	17.841656314699794	8.048872456815735
138863.0	20.0	0.0
150938.0	19.890766045548656	5.918885799686532
163013.0	20.0	0.0
175088.0	19.72935817805383	5.31829920352545
187163.0	16.380703933747412	8.285970582171581
199238.0	20.0	6.242637070849441
211313.0	20.000662525879918	0.16631432736408636
223388.0	19.130434782608695	4.344435530977039
235463.0	20.0	0.0
247538.0	16.771014492753622	8.757085270971396
259613.0	19.923809523809524	6.008999461987122
271688.0	20.0	0.0
283763.0	19.920662525879916	5.981842781633615
295838.0	18.408281573498964	6.4368246997507175
307913.0	18.72016563146998	6.4184000508888905
319988.0	19.75503105590062	5.581402125760248
332063.0	19.93209109730849	6.036390678407111
344138.0	19.945175983436854	6.035814435568834
356213.0	20.0	0.0
368288.0	18.40993788819876	6.439397371595946
380363.0	19.796935817805384	5.706565177789909
392438.0	19.99238095238095	6.18005206112868
404513.0	16.678260869565218	8.649848309444364
416588.0	19.911884057971015	5.973842221742147
428663.0	19.82766045548654	5.662531678529663
440738.0	20.0	0.0
452813.0	19.98111801242236	6.185784812569219
464888.0	19.617142857142856	5.246021858667278
476963.0	20.0	0.0
489038.0	20.0	0.0
501113.0	20.0	0.0
513188.0	18.448695652173914	6.498848440754762
525263.0	18.436770186335405	6.465829917476886
537338.0	20.0	0.0
549413.0	19.968115942028984	6.106996293326865
561488.0	19.993706004140787	6.190642775270957
573563.0	14.830973084886129	9.75426434324223
585638.0	18.40935817805383	5.936203274549332
597713.0	20.0	0.0
609788.0	15.34815734989648	8.90144799442852
621863.0	20.0	0.0
633938.0	18.808115942028987	6.767000675088334
646013.0	20.0	0.0
658088.0	18.88198757763975	6.939788363190905
670163.0	20.0	0.0
682238.0	19.942443064182196	6.066327658719066
694313.0	15.83768115942029	9.28861365787706
706388.0	19.532670807453417	5.152546657725807
718463.0	19.41896480331263	4.9092383439809115
730538.0	19.999917184265012	6.242093135165042
742613.0	20.0	6.2423452088140845
754688.0	18.07751552795031	5.786326425199739
766763.0	19.99527950310559	6.206221416047801
778838.0	19.730020703933747	5.493794730266347
790913.0	18.599089026915113	6.98504762110833
802988.0	19.519337474120082	4.585953890401223
815063.0	1.2001656314699793	4.32657539612857
827138.0	0.0	0.0
839213.0	0.0	0.0
851288.0	0.0	0.0
863363.0	16.390227743271222	8.055799191955943
875438.0	20.0	0.0
887513.0	19.58136645962733	5.177719427306668
899588.0	19.99983436853002	6.2418543191598825
911663.0	16.625258799171842	8.42715712596323
923738.0	20.00016563146998	0.08240685814387208
935813.0	19.934409937888198	6.0030978890078375
947888.0	19.91958592132505	5.958670631406116
959963.0	19.855072463768117	5.839687163690556
972038.0	20.0	0.0
984113.0	20.0	0.0
996188.0	19.987080745341615	6.202210251860348
1008263.0	18.13871635610766	5.888396140693224
1020338.0	17.080745341614907	7.15845501912735
1032413.0	20.0	0.0
1044488.0	19.999337474120082	6.235044217767469
1056563.0	19.971262939958592	6.153744504654986
1068638.0	8.816645962732919	10.045317605586268
1080713.0	8.563975155279502	9.525417669611045
1092788.0	19.970103519668736	6.098175405088107
1104863.0	14.125879917184266	9.227557969850773
1116938.0	0.0	0.0
1129013.0	0.0	0.0
1141088.0	0.0	0.0
1153163.0	18.559585921325052	6.7694172830434125
1165238.0	19.641490683229815	5.394821533552522
1177313.0	19.17184265010352	4.43779177736104
