#Position (bp)	Coverage	Std
6038.0	19.330931677018633	4.489776747021533
18113.0	9.413002070393375	10.212775663328868
30188.0	18.44968944099379	6.49752301904524
42263.0	16.379627329192548	8.292799141323977
54338.0	19.27983436853002	4.6265146364363146
66413.0	20.0	0.0
78488.0	19.534658385093167	5.033354585670791
90563.0	19.973333333333333	6.156354760225195
102638.0	13.799834368530021	9.572701006239848
114713.0	19.800910973084886	5.564357141069824
126788.0	17.182360248447203	7.154491560020295
138863.0	19.946418219461698	6.058486510604098
150938.0	19.59312629399586	5.119782604080323
163013.0	19.84977225672878	5.762339357016769
175088.0	19.772587991718428	5.366277650085334
187163.0	15.633954451345756	8.939812551010506
199238.0	19.946749482401657	6.031689949250736
211313.0	19.890931677018635	5.870965863095396
223388.0	18.054906832298137	5.620511091309779
235463.0	20.0	0.0
247538.0	16.165465838509316	7.835979025481416
259613.0	19.72016563146998	5.351000757777076
271688.0	19.999503105590062	6.235482518299993
283763.0	19.943768115942028	6.050224573625704
295838.0	18.448364389233955	6.4983132068377145
307913.0	18.080496894409936	5.956015453540707
319988.0	19.770186335403725	6.362832032199129
332063.0	19.732670807453417	5.410342063329828
344138.0	19.608447204968943	5.193888748448792
356213.0	19.972919254658386	6.132464606763671
368288.0	17.81192546583851	7.685969039933465
380363.0	18.82824016563147	6.865625360752138
392438.0	19.90832298136646	5.962803959204143
404513.0	4.0826501035196685	8.018725496744013
416588.0	12.260124223602485	9.70248522089561
428663.0	19.82575569358178	5.609434525295915
440738.0	19.809026915113872	5.62418616150782
452813.0	19.475031055900622	4.702679734722597
464888.0	19.94128364389234	6.056886982368439
476963.0	19.923229813664598	5.984728667673487
489038.0	18.80008281573499	6.629902771990366
501113.0	19.42567287784679	4.718791998976713
513188.0	18.061449275362317	5.480860732451612
525263.0	18.207619047619048	5.780218999053466
537338.0	19.999006211180124	6.241920657855626
549413.0	19.998923395445136	6.2416752011595555
561488.0	19.62385093167702	5.360610885740818
573563.0	14.424347826086956	9.181004784950481
585638.0	18.062360248447206	5.612814383195569
597713.0	19.99966873706004	6.243963544523754
609788.0	16.106915113871636	7.877346507023697
621863.0	19.89871635610766	5.935666138284394
633938.0	17.724057971014492	7.377235422871636
646013.0	19.998592132505177	6.2406003851954726
658088.0	21.247701863354038	20.707536560232718
670163.0	19.916107660455488	5.9864581481390395
682238.0	19.999420289855074	6.240560573641758
694313.0	12.568861283643892	10.695870993738648
706388.0	19.90385093167702	5.945090359185635
718463.0	19.949979296066253	6.046390706835784
730538.0	19.605714285714285	5.323528772546695
742613.0	19.66426501035197	5.270433959370219
754688.0	16.610434782608696	8.222516175522477
766763.0	19.12761904761905	3.5740958983613242
778838.0	17.158509316770186	5.497614766054643
790913.0	12.83544513457557	9.427676097774832
802988.0	12.20472049689441	8.52903456680895
815063.0	16.384430641821947	9.051991533615004
827138.0	18.12778467908903	7.026798746308168
839213.0	19.88057971014493	5.86421226655775
851288.0	18.366708074534163	6.044650972804201
863363.0	16.769192546583852	8.516363496526491
875438.0	19.811842650103518	5.702355039987459
887513.0	19.881407867494826	5.856984293162478
899588.0	19.999751552795033	6.241575688938278
911663.0	15.15271221532091	8.627943432098684
923738.0	19.681821946169773	5.465154060288833
935813.0	19.7088198757764	5.286781829412032
947888.0	19.421946169772255	4.566762629146942
959963.0	18.81209109730849	7.668693583893144
972038.0	19.91693581780538	5.98838074388623
984113.0	19.503105590062113	4.628948429295428
996188.0	19.761573498964804	5.579925569232804
1008263.0	18.410683229813664	6.391071670811496
1020338.0	16.659958592132504	8.60914338923916
1032413.0	19.659875776397516	5.173174956488014
1044488.0	19.387163561076605	4.3869843252488705
1056563.0	19.302939958592134	4.180225557824088
1068638.0	13.815817805383023	11.098124363568555
1080713.0	9.725714285714286	13.431621168160191
1092788.0	19.79826086956522	5.516532652416367
1104863.0	16.785175983436854	8.502816486244884
1116938.0	15.315610766045548	8.231902793551713
1129013.0	10.093581780538303	11.162670710511188
1141088.0	14.578550724637681	9.135302261666457
1153163.0	18.570269151138717	6.786407069353642
1165238.0	19.24405797101449	3.6896138710708355
1177313.0	18.436438923395446	6.4796544140140515
1189388.0	19.999917184265012	6.242093135165042
1201463.0	19.87743271221532	5.830049948470107
1213538.0	16.245962732919256	8.218748450156907
1225613.0	14.417971014492753	9.407828993812101
1237688.0	0.8322981366459627	3.8030607701602785
1249763.0	16.867412008281573	8.822266202761112
1261838.0	19.622939958592134	5.3588571446233155
1273913.0	16.659627329192546	8.697982917452652
1285988.0	19.51304347826087	5.004246643806607
1298063.0	19.937225672877847	6.049369010436594
1310138.0	17.99064182194617	7.894175854537335
1322213.0	18.41614906832298	6.421463749595617
1334288.0	19.8375983436853	5.7259353300335745
1346363.0	19.909896480331263	5.886834804592632
1358438.0	19.853747412008282	5.756976144394047
1370513.0	19.75089026915114	5.486237250779686
1382588.0	18.145341614906833	6.015308283655297
1394663.0	18.901449275362317	6.921679567354032
1406738.0	19.62832298136646	5.353066496035063
1418813.0	18.57449275362319	7.290176038112293
1430888.0	19.923229813664598	6.001752677067539
1442963.0	19.624679089026916	4.987645191356881
1455038.0	19.918343685300208	5.916401737864793
1467113.0	20.0	0.0
1479188.0	19.69896480331263	5.473474526792387
1491263.0	19.827080745341615	5.692368942908972
1503338.0	16.223685300207038	7.920197207741977
1515413.0	19.866501035196688	5.8023269409441784
1527488.0	19.59370600414079	5.249864436778806
1539563.0	18.399585921325052	6.327612104754854
1551638.0	19.819710144927537	5.634601765878529
1563713.0	19.563975155279504	5.183170728344942
1575788.0	19.885548654244307	5.882148309679043
1587863.0	18.366873706004142	6.255723673161102
1599938.0	19.677101449275362	5.2831542118795864
1612013.0	19.761904761904763	5.592363915330501
1624088.0	13.629979296066253	9.624989043041813
1636163.0	18.77904761904762	6.802812717513632
1648238.0	19.9575983436853	6.126026343214985
1660313.0	8.836604554865424	10.317754903688495
1672388.0	17.692587991718426	12.259995710603514
1684463.0	27.764306418219462	11.99041024686807
1696538.0	17.240331262939957	7.098572451476515
1708613.0	19.994120082815733	6.194808485652568
1720688.0	19.266169772256728	4.550257654297931
1732763.0	15.60703933747412	9.102762759463328
1744838.0	19.897556935817807	5.878620420968699
1756913.0	19.326625258799172	4.400705759321361
1768988.0	19.23561076604555	4.2815411013907765
1781063.0	17.354120082815736	7.312741652498773
1793138.0	19.944099378881987	6.071322127918463
1805213.0	17.40737060041408	7.459311298756733
1817288.0	15.83544513457557	9.173713459310813
1829363.0	16.15685300207039	7.593671768760948
1841438.0	13.564140786749482	9.75835576551587
1853513.0	19.955031055900623	6.101080921098907
1865588.0	19.886128364389233	5.838573806965093
1877663.0	19.871884057971016	5.789788969789813
1889738.0	19.454741200828156	4.967913609501478
1901813.0	6.244306418219462	8.920908512906752
1913888.0	19.402236024844722	4.937053043428154
1925963.0	15.592298136645963	8.882811932383065
1938038.0	19.473126293995858	5.072321677986217
1950113.0	19.364057971014493	4.3335180721888715
1962188.0	19.872132505175983	5.849676602694176
1974263.0	13.796770186335404	10.057692790347613
1986338.0	19.917184265010352	5.987467933670191
1998413.0	15.99287784679089	9.377409973195318
2010488.0	19.333167701863353	4.373371332461284
2022563.0	19.90848861283644	5.95181479709189
2034638.0	18.322981366459626	6.154054025793158
2046713.0	18.44289855072464	6.178021553099259
2058788.0	19.979296066252587	6.180011859523484
2070863.0	19.839089026915115	5.745564496823927
2082938.0	19.60389233954451	5.269436072459665
2095013.0	19.694658385093167	5.330617838716549
2107088.0	19.998757763975156	6.238569672031807
2119163.0	15.383933747412009	8.342026107962102
2131238.0	18.099296066252588	11.19402754096986
2143313.0	0.0	0.0
2155388.0	0.0	0.0
2167463.0	3.4822360248447204	7.699054820857919
2179538.0	19.51312629399586	4.965904453303293
2191613.0	19.780041407867493	5.570530266807297
2203688.0	19.85399585921325	5.785381735196578
2215763.0	19.942691511387164	6.066607512281846
2227838.0	19.944679089026916	6.07311558586321
2239913.0	15.64033126293996	8.853320486907291
2251988.0	18.4992132505176	6.675426956514452
2264063.0	18.935652173913045	7.3033189652994555
2276138.0	15.212339544513458	8.569511172705853
2288213.0	18.89391304347826	7.2123657326634305
2300288.0	14.243478260869566	8.90965466052261
2312363.0	16.153457556935816	7.1984930560105935
2324438.0	13.440414078674948	9.388711780787153
2336513.0	19.291097308488613	4.196488722532646
2348588.0	19.923312629399586	5.95344255543543
2360663.0	13.657142857142857	10.137624404732527
2372738.0	0.0	0.0
2384813.0	0.0	0.0
2396888.0	0.0	0.0
2408963.0	16.903022774327123	8.982882272024023
2421038.0	19.997267080745342	6.214475854400556
2433113.0	20.0	0.0
2445188.0	14.23287784679089	8.952790836834954
2457263.0	18.09656314699793	5.818568121939284
2469338.0	17.221946169772256	6.987679189508239
2481413.0	19.850517598343686	5.701781349631552
2493488.0	19.49631469979296	4.715227962803157
2505563.0	19.705590062111803	5.425406072903723
2517638.0	19.88886128364389	5.924109423682865
2529713.0	19.4872049689441	4.850339895455705
2541788.0	18.286459627329194	6.187056548720081
2553863.0	9.97623188405797	10.728928021024807
2565938.0	13.443643892339544	9.373505678008211
2578013.0	19.718509316770188	5.396494529702568
2590088.0	19.285548654244305	4.537964994796219
2602163.0	18.427329192546583	6.458448172357744
2614238.0	19.54865424430642	4.909795001476306
2626313.0	19.886045548654245	5.885568552337575
2638388.0	18.425424430641822	6.443447246805102
2650463.0	18.364803312629398	6.242093135165042
2662538.0	15.985093167701864	9.445430062645267
2674613.0	14.076438923395445	8.95961031391576
2686688.0	17.7975983436853	7.624033048012334
2698763.0	16.396190476190476	8.140932539254681
2710838.0	19.836604554865424	5.733689622517999
2722913.0	19.624182194616978	5.361259701792304
2734988.0	20.0	0.0
2747063.0	16.89159420289855	8.690920037447615
2759138.0	17.714368530020703	7.643517124810219
